nazwa_pociagu,data,czas_rozkladowy,opoznienie,opoznienie_netto,stacja_wyjazdu,stacja_przyjazdu,super_krawedz,data_czas_rozkładowy,mini_krawedz,czas_przejazdu_mini_krawedz,czas_przejazdu_super_krawedz,opoznienie_poczatkowe,czy_opoznienie_wyjazd,czy_opoznienie_przyjazd,rzeczywisty_czas_wyjazdu,okres_id,przejazd_id,kategoria,okresB_id
ECE 14000/1 SILESIA,13.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-13 04:55:00,2023-03-13 04:00:00,ECE 14000/1 SILESIA 2023-03-13 05:07:00,A,2023-03-13 04:00
ECE 14000/1 SILESIA,13.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-13 05:07:00,2023-03-13 05:00:00,ECE 14000/1 SILESIA 2023-03-13 05:19:00,A,2023-03-13 04:00
ECE 14000/1 SILESIA,14.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-14 04:55:00,2023-03-14 04:00:00,ECE 14000/1 SILESIA 2023-03-14 05:07:00,A,2023-03-14 04:00
ECE 14000/1 SILESIA,14.03,05:19,5.0,5.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-14 05:07:00,2023-03-14 05:00:00,ECE 14000/1 SILESIA 2023-03-14 05:19:00,A,2023-03-14 04:00
ECE 14000/1 SILESIA,15.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-15 04:55:00,2023-03-15 04:00:00,ECE 14000/1 SILESIA 2023-03-15 05:07:00,A,2023-03-15 04:00
ECE 14000/1 SILESIA,15.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-15 05:07:00,2023-03-15 05:00:00,ECE 14000/1 SILESIA 2023-03-15 05:19:00,A,2023-03-15 04:00
ECE 14000/1 SILESIA,16.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-16 04:55:00,2023-03-16 04:00:00,ECE 14000/1 SILESIA 2023-03-16 05:07:00,A,2023-03-16 04:00
ECE 14000/1 SILESIA,16.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-16 05:07:00,2023-03-16 05:00:00,ECE 14000/1 SILESIA 2023-03-16 05:19:00,A,2023-03-16 04:00
ECE 14000/1 SILESIA,17.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-17 04:55:00,2023-03-17 04:00:00,ECE 14000/1 SILESIA 2023-03-17 05:07:00,A,2023-03-17 04:00
ECE 14000/1 SILESIA,17.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-17 05:07:00,2023-03-17 05:00:00,ECE 14000/1 SILESIA 2023-03-17 05:19:00,A,2023-03-17 04:00
ECE 14000/1 SILESIA,18.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-18 04:55:00,2023-03-18 04:00:00,ECE 14000/1 SILESIA 2023-03-18 05:07:00,A,2023-03-18 04:00
ECE 14000/1 SILESIA,18.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-18 05:07:00,2023-03-18 05:00:00,ECE 14000/1 SILESIA 2023-03-18 05:19:00,A,2023-03-18 04:00
ECE 14000/1 SILESIA,19.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-19 04:55:00,2023-03-19 04:00:00,ECE 14000/1 SILESIA 2023-03-19 05:07:00,A,2023-03-19 04:00
ECE 14000/1 SILESIA,19.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-19 05:07:00,2023-03-19 05:00:00,ECE 14000/1 SILESIA 2023-03-19 05:19:00,A,2023-03-19 04:00
ECE 14000/1 SILESIA,20.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-20 04:55:00,2023-03-20 04:00:00,ECE 14000/1 SILESIA 2023-03-20 05:07:00,A,2023-03-20 04:00
ECE 14000/1 SILESIA,20.03,05:19,1.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-20 05:07:00,2023-03-20 05:00:00,ECE 14000/1 SILESIA 2023-03-20 05:19:00,A,2023-03-20 04:00
ECE 14000/1 SILESIA,21.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-21 04:55:00,2023-03-21 04:00:00,ECE 14000/1 SILESIA 2023-03-21 05:07:00,A,2023-03-21 04:00
ECE 14000/1 SILESIA,21.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-21 05:07:00,2023-03-21 05:00:00,ECE 14000/1 SILESIA 2023-03-21 05:19:00,A,2023-03-21 04:00
ECE 14000/1 SILESIA,22.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-22 04:55:00,2023-03-22 04:00:00,ECE 14000/1 SILESIA 2023-03-22 05:07:00,A,2023-03-22 04:00
ECE 14000/1 SILESIA,22.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-22 05:07:00,2023-03-22 05:00:00,ECE 14000/1 SILESIA 2023-03-22 05:19:00,A,2023-03-22 04:00
ECE 14000/1 SILESIA,23.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-23 04:55:00,2023-03-23 04:00:00,ECE 14000/1 SILESIA 2023-03-23 05:07:00,A,2023-03-23 04:00
ECE 14000/1 SILESIA,23.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-23 05:07:00,2023-03-23 05:00:00,ECE 14000/1 SILESIA 2023-03-23 05:19:00,A,2023-03-23 04:00
ECE 14000/1 SILESIA,24.03,05:07,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 05:07:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-24 04:55:00,2023-03-24 04:00:00,ECE 14000/1 SILESIA 2023-03-24 05:07:00,A,2023-03-24 04:00
ECE 14000/1 SILESIA,24.03,05:19,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 05:19:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-24 05:07:00,2023-03-24 05:00:00,ECE 14000/1 SILESIA 2023-03-24 05:19:00,A,2023-03-24 04:00
ECE 14002/3 POLONIA,13.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-13 05:54:00,2023-03-13 05:00:00,ECE 14002/3 POLONIA 2023-03-13 06:06:00,A,2023-03-13 04:00
ECE 14002/3 POLONIA,13.03,06:22,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-13 06:10:00,2023-03-13 06:00:00,ECE 14002/3 POLONIA 2023-03-13 06:22:00,A,2023-03-13 06:00
ECE 14002/3 POLONIA,14.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-14 05:54:00,2023-03-14 05:00:00,ECE 14002/3 POLONIA 2023-03-14 06:06:00,A,2023-03-14 04:00
ECE 14002/3 POLONIA,14.03,06:22,3.0,3.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-14 06:10:00,2023-03-14 06:00:00,ECE 14002/3 POLONIA 2023-03-14 06:22:00,A,2023-03-14 06:00
ECE 14002/3 POLONIA,15.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-15 05:54:00,2023-03-15 05:00:00,ECE 14002/3 POLONIA 2023-03-15 06:06:00,A,2023-03-15 04:00
ECE 14002/3 POLONIA,15.03,06:22,5.0,5.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-15 06:10:00,2023-03-15 06:00:00,ECE 14002/3 POLONIA 2023-03-15 06:22:00,A,2023-03-15 06:00
ECE 14002/3 POLONIA,16.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-16 05:54:00,2023-03-16 05:00:00,ECE 14002/3 POLONIA 2023-03-16 06:06:00,A,2023-03-16 04:00
ECE 14002/3 POLONIA,16.03,06:22,2.0,2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-16 06:10:00,2023-03-16 06:00:00,ECE 14002/3 POLONIA 2023-03-16 06:22:00,A,2023-03-16 06:00
ECE 14002/3 POLONIA,17.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-17 05:54:00,2023-03-17 05:00:00,ECE 14002/3 POLONIA 2023-03-17 06:06:00,A,2023-03-17 04:00
ECE 14002/3 POLONIA,17.03,06:22,2.0,2.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-17 06:10:00,2023-03-17 06:00:00,ECE 14002/3 POLONIA 2023-03-17 06:22:00,A,2023-03-17 06:00
ECE 14002/3 POLONIA,18.03,06:06,-1.0,-1.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-18 05:54:00,2023-03-18 05:00:00,ECE 14002/3 POLONIA 2023-03-18 06:06:00,A,2023-03-18 04:00
ECE 14002/3 POLONIA,18.03,06:22,0.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,-1.0,False,False,2023-03-18 06:09:00,2023-03-18 06:00:00,ECE 14002/3 POLONIA 2023-03-18 06:22:00,A,2023-03-18 06:00
ECE 14002/3 POLONIA,19.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-19 05:54:00,2023-03-19 05:00:00,ECE 14002/3 POLONIA 2023-03-19 06:06:00,A,2023-03-19 04:00
ECE 14002/3 POLONIA,19.03,06:22,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-19 06:10:00,2023-03-19 06:00:00,ECE 14002/3 POLONIA 2023-03-19 06:22:00,A,2023-03-19 06:00
ECE 14002/3 POLONIA,20.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-20 05:54:00,2023-03-20 05:00:00,ECE 14002/3 POLONIA 2023-03-20 06:06:00,A,2023-03-20 04:00
ECE 14002/3 POLONIA,20.03,06:22,1.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-20 06:10:00,2023-03-20 06:00:00,ECE 14002/3 POLONIA 2023-03-20 06:22:00,A,2023-03-20 06:00
ECE 14002/3 POLONIA,21.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-21 05:54:00,2023-03-21 05:00:00,ECE 14002/3 POLONIA 2023-03-21 06:06:00,A,2023-03-21 04:00
ECE 14002/3 POLONIA,21.03,06:22,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-21 06:10:00,2023-03-21 06:00:00,ECE 14002/3 POLONIA 2023-03-21 06:22:00,A,2023-03-21 06:00
ECE 14002/3 POLONIA,22.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-22 05:54:00,2023-03-22 05:00:00,ECE 14002/3 POLONIA 2023-03-22 06:06:00,A,2023-03-22 04:00
ECE 14002/3 POLONIA,22.03,06:22,3.0,3.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-22 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-22 06:10:00,2023-03-22 06:00:00,ECE 14002/3 POLONIA 2023-03-22 06:22:00,A,2023-03-22 06:00
ECE 14002/3 POLONIA,23.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-23 05:54:00,2023-03-23 05:00:00,ECE 14002/3 POLONIA 2023-03-23 06:06:00,A,2023-03-23 04:00
ECE 14002/3 POLONIA,23.03,06:22,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-23 06:10:00,2023-03-23 06:00:00,ECE 14002/3 POLONIA 2023-03-23 06:22:00,A,2023-03-23 06:00
ECE 14002/3 POLONIA,24.03,06:06,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 06:06:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-24 05:54:00,2023-03-24 05:00:00,ECE 14002/3 POLONIA 2023-03-24 06:06:00,A,2023-03-24 04:00
ECE 14002/3 POLONIA,24.03,06:22,1.0,1.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-24 06:22:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-24 06:10:00,2023-03-24 06:00:00,ECE 14002/3 POLONIA 2023-03-24 06:22:00,A,2023-03-24 06:00
ECE 14006/7 SILESIA,13.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-13 13:09:00,2023-03-13 13:00:00,ECE 14006/7 SILESIA 2023-03-13 13:21:00,A,2023-03-13 12:00
ECE 14006/7 SILESIA,13.03,13:33,6.0,6.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-13 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-13 13:21:00,2023-03-13 13:00:00,ECE 14006/7 SILESIA 2023-03-13 13:33:00,A,2023-03-13 12:00
ECE 14006/7 SILESIA,14.03,13:21,2.0,2.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-14 13:09:00,2023-03-14 13:00:00,ECE 14006/7 SILESIA 2023-03-14 13:21:00,A,2023-03-14 12:00
ECE 14006/7 SILESIA,14.03,13:33,5.0,3.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-14 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,2.0,False,True,2023-03-14 13:23:00,2023-03-14 13:00:00,ECE 14006/7 SILESIA 2023-03-14 13:33:00,A,2023-03-14 12:00
ECE 14006/7 SILESIA,15.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-15 13:09:00,2023-03-15 13:00:00,ECE 14006/7 SILESIA 2023-03-15 13:21:00,A,2023-03-15 12:00
ECE 14006/7 SILESIA,15.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-15 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-15 13:21:00,2023-03-15 13:00:00,ECE 14006/7 SILESIA 2023-03-15 13:33:00,A,2023-03-15 12:00
ECE 14006/7 SILESIA,16.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-16 13:09:00,2023-03-16 13:00:00,ECE 14006/7 SILESIA 2023-03-16 13:21:00,A,2023-03-16 12:00
ECE 14006/7 SILESIA,16.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-16 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-16 13:21:00,2023-03-16 13:00:00,ECE 14006/7 SILESIA 2023-03-16 13:33:00,A,2023-03-16 12:00
ECE 14006/7 SILESIA,17.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-17 13:09:00,2023-03-17 13:00:00,ECE 14006/7 SILESIA 2023-03-17 13:21:00,A,2023-03-17 12:00
ECE 14006/7 SILESIA,17.03,13:33,9.0,9.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-17 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-17 13:21:00,2023-03-17 13:00:00,ECE 14006/7 SILESIA 2023-03-17 13:33:00,A,2023-03-17 12:00
ECE 14006/7 SILESIA,18.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-18 13:09:00,2023-03-18 13:00:00,ECE 14006/7 SILESIA 2023-03-18 13:21:00,A,2023-03-18 12:00
ECE 14006/7 SILESIA,18.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-18 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-18 13:21:00,2023-03-18 13:00:00,ECE 14006/7 SILESIA 2023-03-18 13:33:00,A,2023-03-18 12:00
ECE 14006/7 SILESIA,19.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-19 13:09:00,2023-03-19 13:00:00,ECE 14006/7 SILESIA 2023-03-19 13:21:00,A,2023-03-19 12:00
ECE 14006/7 SILESIA,19.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-19 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-19 13:21:00,2023-03-19 13:00:00,ECE 14006/7 SILESIA 2023-03-19 13:33:00,A,2023-03-19 12:00
ECE 14006/7 SILESIA,20.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-20 13:09:00,2023-03-20 13:00:00,ECE 14006/7 SILESIA 2023-03-20 13:21:00,A,2023-03-20 12:00
ECE 14006/7 SILESIA,20.03,13:33,12.0,12.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-20 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,True,2023-03-20 13:21:00,2023-03-20 13:00:00,ECE 14006/7 SILESIA 2023-03-20 13:33:00,A,2023-03-20 12:00
ECE 14006/7 SILESIA,21.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-21 13:09:00,2023-03-21 13:00:00,ECE 14006/7 SILESIA 2023-03-21 13:21:00,A,2023-03-21 12:00
ECE 14006/7 SILESIA,21.03,13:33,0.0,0.0,Warszawa Centralna,Warszawa Zachodnia,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-21 13:33:00,"('Warszawa Centralna', 'Warszawa Zachodnia')",12.0,24.0,0.0,False,False,2023-03-21 13:21:00,2023-03-21 13:00:00,ECE 14006/7 SILESIA 2023-03-21 13:33:00,A,2023-03-21 12:00
ECE 14006/7 SILESIA,23.03,13:21,0.0,0.0,Warszawa Wschodnia,Warszawa Centralna,"('Warszawa Wschodnia', 'Warszawa Zachodnia')",2023-03-23 13:21:00,"('Warszawa Wschodnia', 'Warszawa Centralna')",12.0,24.0,0.0,False,False,2023-03-23 13:09:00,2023-03-23 13:00:00,ECE 14006/7 SILESIA 2023-03-23 13:21:00,A,2023-03-23 12:00
